keyword,score,freq,combined_score
gasuka,1.0,1,0.6931471805599453
manok,1.0,1,0.6931471805599453
menengankan,1.0,1,0.6931471805599453
bguss,1.0,1,0.6931471805599453
bre,1.0,1,0.6931471805599453
bravo,1.0,1,0.6931471805599453
mantull,1.0,1,0.6931471805599453
masok,1.0,1,0.6931471805599453
membosankantidak,1.0,1,0.6931471805599453
scem,1.0,1,0.6931471805599453
sedap,1.0,1,0.6931471805599453
membosnkan,1.0,1,0.6931471805599453
bestttt,1.0,1,0.6931471805599453
ngasah,0.6305499999999999,2,0.6927299786196766
mah,0.6295999999999999,2,0.6916862969454418
overall,0.6291,2,0.6911369908011079
downloadnya,0.62905,2,0.6910820601866745
jadi,0.62805,2,0.6899834478980064
kotak,0.62755,2,0.6894341417536723
menarikk,0.6273500000000001,2,0.6892144192959387
jarang,0.62695,2,0.6887749743804714
profil,0.6246499999999999,2,0.6862481661165347
tablet,0.6232,2,0.684655178297966
rush,0.623,2,0.6844354558402324
bunyi,0.62295,2,0.684380525225799
nin,0.6226,2,0.6839960109247653
ngeroll,0.62235,2,0.6837213578525981
starlight,0.6214999999999999,2,0.6827875374072302
maaf,0.985,1,0.6827499728515461
lop,0.9835,1,0.6817102520807062
bosookkkkk,0.9829,1,0.6812943637723702
kau,0.61995,2,0.6810846883597946
toko,0.6196999999999999,2,0.6808100352876275
worst,0.982,1,0.6806705313098662
eva,0.61955,2,0.6806452434443274
pasang,0.61765,2,0.678557880095858
lihat,0.6171,2,0.6779536433370905
unduh,0.6171,2,0.6779536433370905
bangkrut,0.61675,2,0.6775691290360567
logout,0.61585,2,0.6765803779762554
mati,0.6144000000000001,2,0.6749873901576867
peringkat,0.6142000000000001,2,0.6747676676999531
ngefreze,0.9714,1,0.6733231711959309
alam,0.6114999999999999,2,0.6718014145205491
power,0.6104,2,0.6705929410030143
players,0.6101000000000001,2,0.6702633573164138
menbunuh,0.9659,1,0.6695108617028511
ranknya,0.6085,2,0.6685055776545449
bangsat,0.9642,1,0.6683325114958992
skilnya,0.6083,2,0.6682858551968112
manipulasi,0.964,1,0.6681938820597872
ragu,0.9615,1,0.6664610141083874
guna,0.6065,2,0.6663083530772086
logisgak,0.9612,1,0.6662530699542194
wakini,0.9606,1,0.6658371816458835
tarohan,0.959,1,0.6647281461569875
terus,0.60505,2,0.6647153652586398
bik,0.957,1,0.6633418517958676
aga,0.60075,2,0.659991332417367
kontolll,0.9516,1,0.659598857020844
auto,0.9513,1,0.659390912866676
kenyang,0.9494,1,0.6580739332236121
joyfulpengisi,0.9483,1,0.6573114713249961
menyenangkannn,0.9465,1,0.6560638063999882
muannnntaaaaaaaap,0.9451,1,0.6550934003472043
coy,0.9431,1,0.6537071059860844
basudara,0.9429,1,0.6535684765499724
bagusssssss,0.9404,1,0.6518356085985726
itemcobak,0.9391,1,0.6509345172638447
lehhh,0.937,1,0.6494789081846688
plisssssss,0.936,1,0.6487857610041088
menghiburdan,0.9359,1,0.6487164462860527
ruwet,0.9354,1,0.6483698726957728
okeeeeeeee,0.9348,1,0.6479539843874368
goblokkkkk,0.9348,1,0.6479539843874368
gendengkikir,0.9344,1,0.6476767255152129
meyenangkan,0.9327,1,0.6464983753082609
wak,0.9323,1,0.646221116436037
taikkkkkkkkk,0.9311,1,0.6453893398193651
motoonnnnnnnnn,0.9298,1,0.6444882484846371
kang,0.9281,1,0.6433098982776853
motorik,0.927,1,0.6425474363790693
rafi,0.9259,1,0.6417849744804534
astrooooo,0.9259,1,0.6417849744804534
kegabutan,0.9255,1,0.6415077156082294
kangg,0.9253,1,0.6413690861721174
oerbaiki,0.9253,1,0.6413690861721174
adrenalin,0.9225,1,0.6394282740665496
jembot,0.9208,1,0.6382499238595976
bosque,0.9206,1,0.6381112944234856
montot,0.9186,1,0.6367250000623658
tiiii,0.9184,1,0.6365863706262538
magiccess,0.9181,1,0.6363784264720858
stresmantaaaaaap,0.917,1,0.6356159645734698
ngintit,0.917,1,0.6356159645734698
ilmu,0.9161,1,0.634992132110966
jenuhh,0.9154,1,0.634506929084574
gajorrrr,0.9151,1,0.6342989849304059
merosakan,0.9149,1,0.634160355494294
duluuuu,0.9145,1,0.63388309662207
komtol,0.9145,1,0.63388309662207
ammpassssssssssss,0.9128,1,0.632704746415118
anjenggg,0.9117,1,0.6319422845165021
banggeeetttttttttt,0.9108,1,0.6313184520539982
blessingnya,0.9107,1,0.6312491373359421
legenda,0.9087,1,0.6298628429748222
amarah,0.9079,1,0.6293083252303744
bahagia,0.9069,1,0.6286151780498144
kartu,0.9067,1,0.6284765486137024
ahahhahaaa,0.9059,1,0.6279220308692545
majik,0.9057,1,0.6277834014331424
hahahhahahahhahahha,0.9056,1,0.6277140867150864
